gene,effect_size,logFC_low_minus_high,P,n_donor_group_pairs,direction,analysis_level,BH_FDR
FAM78A,0.0,-0.041969398557978876,0.5076243443095237,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6674481991834144
ITGAX,0.0,0.1033071572225293,0.5076243443095237,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6674481991834144
CREBBP,-0.020785398149825607,-0.2811824402158383,0.5093478192124841,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6685707166453373
BPGM,0.0,0.09229368970239901,0.5093538496213363,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6685707166453373
DONSON,0.0,0.14207566783713374,0.5093538496213363,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6685707166453373
IFIT2,0.06702098872305218,-0.0890160908574011,0.5093538496213363,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6685707166453373
RFC2,0.0,-0.16560561004731889,0.5093538496213363,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6685707166453373
CSF2RB,0.0,-0.09584182540383446,0.5097974849608639,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6689229976265444
ERCC6,0.0,0.23179473452895963,0.5103994528109692,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692527349293952
ICOSLG,0.0,-0.22459754115998407,0.5103994528109692,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692527349293952
FKBP2,0.06718865126271467,0.019530070727362965,0.5116035420760454,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
HAX1,-0.057959729896897905,-0.13148711928310713,0.5116035420760454,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
MRPS15,-0.038510007711874295,0.03785439814895339,0.5116035420760454,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
RB1CC1,-0.010577810141897181,0.19364779474684943,0.5116035420760454,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
ABCD1,0.0727062199239672,0.17003240929894675,0.5116610766662361,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
BICRA,-0.17890209782196642,-0.03422006846214272,0.5116610766662361,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
RNF187,-0.06098799117285303,-0.1560107274569946,0.5116610766662361,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6692975769825301
CCR1,0.0,-0.091733845759809,0.5146697234497355,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6727720323313837
HAMP,0.0,-0.08091172430414699,0.5146697234497355,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6727720323313837
SLC28A2,0.0,-0.14092893200768125,0.5178351945603963,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6766781710499941
COLGALT1,0.0,0.09995420445599346,0.5186995762757332,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6773439215342024
PLK2,-0.024214826300835934,-0.3418476487337861,0.5186995762757332,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6773439215342024
ZBTB17,0.02030587414862728,-0.10167906117723456,0.5194888219167508,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
DISC1,0.0,0.11130533336378867,0.5196565532398361,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
ADAR,0.010455332948509977,0.02407101635511493,0.5205607866228092,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
ARIH2,0.021852000985096875,0.08214610502368173,0.5205607866228092,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
CYTH1,0.06609085009545801,0.0761397616113541,0.5205607866228092,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
EDEM1,0.09187310294749551,0.07700257546654737,0.5205607866228092,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
H2AJ,0.021490626652423295,0.029624432516831858,0.5205607866228092,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
NDUFV3,0.032138539796390475,-0.11833041610730999,0.5205607866228092,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
YBX3,0.0040079741618841425,-0.03641533541457612,0.5205607866228092,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6776877634854239
TOR1B,-0.013439550192916538,-0.07319628717845673,0.5214140943033478,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6785672001213361
GINS3,0.0,-0.12439641357659517,0.5230089917974712,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6804108117556058
ST3GAL1,0.0,0.1506976403316694,0.5235489109355372,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.680881156061651
LUM,0.0,0.12784282307401226,0.5256531981764858,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6833849650679995
PDE4B,0.0,0.1517367872451795,0.5271827452554574,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6849069226140506
RBMS1,0.0,0.16806597135451953,0.5271827452554574,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6849069226140506
CIT,0.0,0.12516274671370772,0.5277266198659963,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6853802341029289
APC,-0.17387238203533695,-0.004702005602124628,0.529596308748296,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
HDAC3,-0.03688804352077346,-0.3286833286163145,0.529596308748296,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
MAFF,0.0712867714423564,-0.14979960882453439,0.529596308748296,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
NCAPH2,0.055299087697820326,0.1725764039656833,0.529596308748296,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
SMURF1,-0.08737449518641238,-0.06624040985468706,0.529596308748296,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
SMARCAD1,0.06743765446254146,0.022605566477433243,0.5297268757576521,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6865763955066071
ASB2,0.0,0.0868589884909761,0.5302845968336095,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6868011629241156
SH2D1A,0.0,-0.07805500756700093,0.5302845968336095,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6868011629241156
SLC16A4,0.0,-0.10327740362638188,0.5304400912497492,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6868011629241156
PCBD2,0.0,-0.12953506496521874,0.5312619071611517,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6873988812319038
PEA15,0.0,0.030826941177633894,0.5312619071611517,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6873988812319038
FAH,0.0,-0.16764500252390838,0.5326126103631739,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6889130239770365
WWTR1,0.0,0.14415976932877905,0.5337772019665354,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.690185494548193
PYGM,0.0,-0.052169954244000075,0.5349252131384397,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6914356717065439
SAA1,0.0,-0.2169520996059456,0.5376040906609355,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
SKIC3,-0.13385228439481134,-0.24226246149951108,0.5376657124098871,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
FSTL3,0.0,-0.12303689079455121,0.537722120370485,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
GPR183,0.0,0.15626644240996504,0.5386680307064231,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
ATXN1,0.07379811330433572,0.06703723595147673,0.5387090673102648,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
COX11,-0.03195614243300504,-0.06283012292025666,0.5387090673102648,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
FARSA,0.03413220165242059,-0.019992978866455575,0.5387090673102648,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
FKBP1A,-0.05214581837312959,-0.007344960193751905,0.5387090673102648,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
HYOU1,0.04543341628234199,-0.3040750368993237,0.5387090673102648,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
UBC,-0.045965658437029155,0.016782717682317864,0.5387090673102648,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6939765473922649
ELK1,-0.02036619873051615,-0.07343231005136272,0.54120317380197,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6967192291406812
RBMXL1,-0.04357492977768507,-0.1181067199969596,0.54120317380197,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6967192291406812
PDGFC,0.0,0.12881349716062812,0.5430157923729039,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6988170193821222
MTHFD1L,0.0,0.17022229830387928,0.5438998321820947,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.6997187932049395
PLPP3,-0.025395276423694657,-0.0901356871819427,0.5444959675538346,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7002496995124617
FXR1,0.07887204984046914,0.007702589525490254,0.5472776901669683,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7033531795849555
MLYCD,-0.0989330726852593,-0.21542711580155208,0.5472776901669683,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7033531795849555
VMP1,-0.023821855506858114,0.062153366131813104,0.5478979833969788,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7039133633881751
RCL1,0.0,0.15458732137291806,0.5495956979066463,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7058569242630112
RRM1,0.02921726715776174,0.023291007334965322,0.5505061472379065,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7065507612666742
WDR90,0.0,-0.033632147542149535,0.5505061472379065,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7065507612666742
ABCG1,0.0,-0.04921032319723405,0.5512364973225601,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7070126714651249
FBP1,0.020457100849045062,-0.31413324457377145,0.5512364973225601,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7070126714651249
CD36,0.0,-0.07093103361032047,0.5524933360016062,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7081487788845302
CSF2RA,0.0,-0.05103363905102823,0.5524933360016062,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7081487788845302
ADGRF5,0.0,-0.10934976516792229,0.5540338584644351,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7098849405031047
BAMBI,0.0,-0.20167952958587904,0.5554258948819567,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7109525958297883
DBP,0.0,-0.15677840486386588,0.5554258948819567,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7109525958297883
S100A2,0.09088363807245248,-0.015846500256552043,0.5554258948819567,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7109525958297883
ADM,0.04699603947415376,0.10958211067502205,0.5571619422771619,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7126967606139165
CEBPB,0.059132983448773935,0.007414305346862237,0.5571619422771619,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7126967606139165
METTL8,-0.15804540006442647,-0.2015642282054477,0.5610441617218511,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7174222999304207
SH3BP4,0.0,-0.07142180961942082,0.5613604257922649,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7175863178998911
BLCAP,-0.06540160696511688,-0.10795470355314538,0.5664997929488891,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7234291434211808
CCDC82,0.16430994039375735,-0.016318174328645612,0.5664997929488891,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7234291434211808
GSTZ1,-0.0821952712224654,-0.336901030935724,0.5664997929488891,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7234291434211808
NUP153,0.02540337666430137,-0.012961126891343069,0.5667531078466261,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7235105727928334
DCLRE1B,0.0,-0.07127777872411754,0.5676916025573617,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7242466201120638
IL18BP,0.0,-0.08730114150497328,0.5677091661973526,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7242466201120638
ABCA13,0.0,-0.09143479387663817,0.5700608835629815,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7267609861589513
IL12A,0.0,0.17230127327116349,0.5700608835629815,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.7267609861589513
